"무더위쉼터명,위도,경도,전화번호,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주공8단지 경로당,37.2156819,127.0460391,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주공7단지 경로당,37.2135165,127.049052,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주공6단지 경로당,37.2124418,127.0498766,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"이편한세상 경로당(반월20,21,22통),37.2255156,127.0610487,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서신경로당,35.7247186,126.7298008,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서외3구경로당,35.7295744,126.7283967,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서외5구경로당,35.7248099,126.731506,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서외주공경로당,35.7213192,126.7305502,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"아제경로당,35.7212809,126.726059,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오정경로당,35.7243353,126.7322553,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석정리경로당,36.6524393,128.4203329,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남곡1통경로당,36.3348847,126.5668421,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수촌3리 경로당,37.1047986,126.8488058,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수촌4리 경로당,37.0940664,126.8693958,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"어은1리 경로당,37.094975,126.8348034,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"어은2리 경로당,37.0872722,126.8267325,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"어은3리 경로당,37.0889218,126.8396089,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"장안1,2리 경로당(할아버지),37.0402486,126.8539514,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"장안3리 경로당,37.0386465,126.8522782,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕촌경로당,35.7332821,126.7445442,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주덕농협,36.973466,127.797475,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신양5리 경로당,36.972032,127.797238,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신촌1리 경로당,36.9764,127.790386,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신촌2리 경로당,36.976695,127.789082,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"고평2리경로당,36.6421282,128.4824378,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상동리경로당,36.636724,128.42086,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"개단3리 경로당,36.986085,128.701066,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"개단5리 경로당,36.986095,128.701071,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오전1리 경로당,36.998784,128.715343,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"압동1리 경로당,36.973402,128.745939,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"샘실 경로당,36.983938,128.739983,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"맹동 경로당,36.968667,127.761196,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용산1구 경로당,36.965574,127.936074,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"방송리경로당,36.6784265,128.3810101,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노사1리경로당,36.683745,128.3714572,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노사2리경로당,36.6843362,128.3604547,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주공2차경로당,35.7199842,126.7362046,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주공아파트경로당,35.7240047,126.7407814,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진성경로당,35.7246831,126.7385839,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진성여자경로당,35.7246995,126.7385459,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"취덕경로당,35.7177892,126.7347807,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"생천리(솟골)경로당,36.6844163,128.4595377,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용산1리경로당,36.676624,128.444707,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용산2(새벽골)경로당,36.6668447,128.4299898,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"고평1리경로당,36.64531,128.4870476,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"전북은행,35.7278509,126.7370188,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부안농협,35.7257743,126.7356484,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부풍율회,35.7284339,126.7344434,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선은경로당,35.7403647,126.7353017,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"당우 할아버지 경로당,36.997153,127.761365,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"창전5리 경로당,36.971074,127.780371,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"창전4리 경로당,36.972179,127.773573,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"창전1리 경로당,36.97235,127.768833,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백전2(남)경로당,36.663711,128.458649,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동본1리경로당,36.656279,128.457922,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동본2리경로당,36.655794,128.469038,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남본2리경로당,36.6495765,128.4609578,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남산경로당,36.65167,128.456531,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서본2리경로당,36.653586,128.447818,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"한일주택경로당,36.648883,128.447556,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대심1리경로당,36.651264,128.439897,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명천 제1근린공원 정자,36.3384588,126.6053617,041-930-4964,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대사경로당,36.3151466,127.4238432,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"공원경로당,36.3128591,127.4211824,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"소태면사무소,37.109996,127.84759,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부안우체국,35.7283246,126.7369805,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"현동4리 경로당,36.938827,129.00169,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕흥장미아파트 경로당,36.648952,128.441114,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대심1(남)경로당,36.652176,128.439421,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주공아파트 경로당,36.652997,128.441584,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노하리 마을문화쉼터,36.6570436,128.4552947,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대창아파트 경로당,37.2063314,127.0385863,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"병점한신 경로당,37.2029697,127.042966,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성호(아) 경로당,37.200185,127.0429223,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"야로리2구경로당,35.7156409,128.1735862,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"매촌리동회관,35.720737,128.164757,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"외기마을회관,35.7143907,128.1626736,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월광경로당,35.73131,128.1580454,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"나대3구경로당,35.7582,128.1725,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"나대2구경로당,35.7350222,128.1663209,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구영경로당,35.733305,126.7384725,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"요암1통(1반),36.3285285,126.5503276,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"요암2통경로당,36.3283407,126.5580959,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송산1리 경로당,37.1056233,126.986533,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명천4통 경로당,36.3415571,126.5982834,041-930-4964,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑7통(어항)경로당,36.3098457,126.5181652,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑8통 경로당,36.3045855,126.5217718,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑4통 경로당,36.3370117,126.578716,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑1통 경로당,36.3232281,126.5113769,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑6통경로당,36.3264836,126.5068664,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"병점2통 경로당,37.2087441,127.0372038,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"유앤아이센터,37.2030163,127.0331648,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부안산림조합,35.723913,126.737881,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부령새마을금고,35.7279475,126.7326546,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"생천리경로당,36.678112,128.45389,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명천6통 경로당,36.3408799,126.6025967,041-930-4964,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"벌말 노인회(병점1통),37.200364,127.035001,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서본1리 경로당,36.655185,128.449259,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"이원퍼스트 경로당,36.650568,128.445105,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신왕1리 경로당,37.0837965,126.9429591,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신왕2리 경로당,37.0721426,126.949767,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신왕3리 경로당,37.0791092,126.9539559,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용소2리 경로당,37.0766118,126.9807113,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"정남면 노인회,37.1687334,126.9830334,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금평2구동회관,35.7083973,128.1852938,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하빈1구경로당,35.7107444,128.1783859,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남곡2통 경로당,36.3275346,126.5644926,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"남곡1통(탑골)경로당,36.320822,126.5532994,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"북지2리 경로당,36.875368,128.697711,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"처인경로당,34.688087,126.700731,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"영흥리 복지회관,34.7035376,126.7163881,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"요암3통경로당,36.3282278,126.5425491,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서운 경로당,36.9818935,128.056123,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"태평아파트경로당,36.3238204,127.4006573,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"유등마을아파트경로당,36.3306497,127.3991164,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용수리 마을회관,37.1721424,127.0003063,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"음양1리 마을회관,37.1412165,127.0175296,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"유평경로당,36.3288241,127.3974676,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"태평1동주민센터,36.3261314,127.3970872,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"태평1경로당,36.3247463,127.399016,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신1리 마을회관,37.1592213,126.981337,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신3리 마을회관,37.1642339,126.9753586,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"가2리 새경로당 정자,36.6293438,128.3901589,054-650-6608,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"매산리 마을회관 정자,36.6333435,128.3749091,054-650-6608,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송지리 정자,36.63896,128.3348725,054-650-6608,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"보통3리 마을회관,37.1819757,126.9721459,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"보통2리 마을회관,37.1902891,126.9800638,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월포리 마을쉼터 정자,36.6196408,128.4827435,054-650-6607,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"산합1교 교랑하부,36.5742406,128.4725043,054-650-6607,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노상리경로당,36.658483,128.454233,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백전1(남)경로당,36.659095,128.456765,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백전1(여)경로당,36.659095,128.456765,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동막 경로당,37.104105,127.894577,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송곡 경로당,37.094209,127.873768,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월촌 경로당,37.088772,127.871021,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선창 경로당,37.081471,127.878446,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"소태면보건지소,37.109973,127.847609,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서동탄역 파크자이 경로당(능6,7통),37.2023967,127.0501378,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진안도서관,37.2170849,127.0334811,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"참누리2단지 경로당,37.2197517,127.0535145,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"반정2통(반정기산) 경로당,37.2281241,127.0346812,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"반정1통(반정향토) 경로당,37.2354699,127.0404591,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송골우남 경로당,37.1982982,127.0492091,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"기산1통 경로당,37.224161,127.0460111,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"래미안1차 경로당,37.222462,127.0487594,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진안동 주민센터,37.2133216,127.0349825,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"춘양면사무소,36.934889,128.912439,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"법전면사무소,36.91013,128.874104,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"춘양농협 법전지점,36.910736,128.876907,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"법전면 보건소,36.911942,128.876644,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"새솔동휴먼빌 경로당(1통),37.2809,126.8235,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"새솔동이지더원 경로당(2통),37.2841,126.823,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송산반도유보라 경로당(3통),37.2802,126.822,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"새솔동행정복지센터,37.28,126.81,031-5189-6913,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"새솔동 대방3차 경로당(8통),37.2878,126.8174,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천안역사동아라이크텐경로당,36.8087453,127.1442159,041-521-6868,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사창1리 경로당,37.0929798,126.9696934,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사창2리 경로당,37.1074963,126.9696543,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사창3리 경로당,37.0964389,126.9695565,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사창4리 경로당,37.0883451,126.9683051,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사창학구단 경로당,37.0933581,126.9707119,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송산2리 경로당,37.1038569,126.9899717,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"요당3리 경로당,37.071855,126.9177663,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용소3리 경로당,37.0797328,126.9758559,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"초록마을2단지경로당,36.3009111,127.3804766,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"초록마을3단지경로당,36.3004522,127.3793842,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉덕경로당,35.7230508,126.7460702,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"쟁갈경로당,35.7193905,126.7409036,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수내경로당,35.7201975,126.7530972,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신창1차(아) 경로당,37.2039021,127.0401492,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑10통(갓바위) 경로당,36.318654,126.5356908,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑9통(산호아파트) 경로당,36.3173617,126.5208093,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑2통(흑포)경로당,36.3216668,126.5410125,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑3통 경로당,36.318979,126.510173,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑1통 강당마을 경로당,36.32393,126.526167,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"향교경로당,35.7291565,126.7276496,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"반월동 행정복지센터(1층 휴게실, 2층 소회의실),37.2330452,127.0605947,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"sk뷰파크 경로당,37.2225945,127.0563185,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"호우노인당,35.7304267,126.732033,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내항2통경로당,36.3377992,126.5523371,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내항3통경로당,36.3455257,126.5670522,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내항1통(녹문) 경로당,36.3357406,126.5859998,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흑3통1반 경로당,36.3201395,126.5131349,041-930-4985,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선일경로당,35.7289323,126.7396111,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동영경로당,35.7193073,126.7342495,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"쌍용예가아파트경로당,36.3236653,127.3964915,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대양3리 경로당,37.0854284,126.9299906,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대양4리 경로당,37.0883507,126.9403313,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"영수경로당,34.482718,126.684405,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월산경로당,34.691402,126.691206,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대월경로당,34.705483,126.698887,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"푸른뫼아파트경로당,36.3291853,127.3998813,042-606-7455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"근형심포니아파트 경로당(덕절5리),37.1343357,127.0278042,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕절4리 경로당,37.1379113,127.0253948,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용운경로당,34.686893,126.722456,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"랑동경로당,34.683918,126.715572,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"시천경로당,34.690134,126.711798,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신시경로당,34.687736,126.71177,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원기경로당,34.69222,126.707859,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"정대3구 경로당,35.6874613,128.171902,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석포6리 경로당,37.1366152,126.822111,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성전보건지소,34.692753,126.708887,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수암경로당,34.694953,126.734675,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신기경로당,34.688878,126.734724,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명동경로당,34.68428,126.753913,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"당산경로당,34.683057,126.750723,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송학경로당,34.674097,126.740252,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수촌1리 경로당,37.1028773,126.8541898,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수촌2리 경로당,37.0930699,126.8622453,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"안운경로당,34.739924,126.696065,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하빈2구경로당,35.7269155,128.187401,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백1리 마을회관,37.1652508,126.955596,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백2리 마을회관,37.1684313,126.9555522,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"보통1리 마을회관,37.1965547,126.967927,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흥경로당,34.477751,126.692865,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"어관경로당,34.488938,126.687813,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"일신경로당,35.8477732,128.5713071,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동령경로당,34.690379,126.738641,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"죽전경로당,34.7350344,126.68746,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"제전경로당,34.695708,126.683444,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대복경로당,35.8379246,128.5678555,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"골안경로당,35.8371318,128.5618521,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대명6동행정복지센터,35.8351208,128.5660949,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"청록타운경로당,35.8343238,128.5857758,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대명9동 경로당,35.8372967,128.5793218,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"가야경로당,35.6614544,128.0931818,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"독정3리 경로당,37.0794884,126.8601652,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"독정4리 경로당,37.0791857,126.8671313,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"독정5리 경로당,37.0636628,126.8702857,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사곡1리경로당,37.0672294,126.8084093,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사곡2리 경로당,37.0644267,126.8146825,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"반포경로당,35.6510818,128.0903352,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"계동경로당,35.6804841,128.150024,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"화양경로당,35.6806379,128.1327775,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"안성경로당,35.6725542,128.126967,055-930-3488,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"평촌경로당,35.6743108,128.135472,055-930-3488,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"도옥경로당,35.6704805,128.1195746,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"창촌경로당,35.6624099,128.1197873,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"산제경로당,35.661425,128.1065134,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"교동경로당,35.6580099,128.1126326,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"묘산면분회경로당,35.658248,128.1128772,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신풍경로당,34.720105,126.710001,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉화군 노인복지관,36.911913,128.774731,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"거목경로당,34.662802,126.716901,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신예경로당,34.673609,126.721012,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"도림경로당,34.676129,126.712975,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
