"무더위쉼터명,위도,경도,전화번호,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내성2리 경로당,36.89073,128.76819,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉화 할머니집,36.909041,128.75762,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"문학2리 마을회관,37.1536542,126.9679926,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"문학3리 마을회관,37.1480934,126.9689124,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성명119안전센터,35.8334461,128.560156,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사초경로당,34.47435,126.731125,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사초마을회관,34.471532,126.735815,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"백화경로당,34.483996,126.708727,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신정경로당,34.479004,126.716685,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용정경로당,34.478172,126.699335,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"함박경로당,35.233934,128.8567865,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금정경로당,35.7072864,126.7663126,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"김해센텀큐시티아파트경로당,35.2298984,128.8474953,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석포면사무소,37.048639,129.065174,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"곤평 경로당,36.955138,127.897253,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송림 경로당,36.953241,127.892079,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"DGB대구은행 대명동지점,35.8465249,128.5901967,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"달신 경로당,36.964353,127.90362,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원달천 경로당,36.961311,127.897323,043-850-6534,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"방축12통 방축파라뷰 경로당,36.784538,126.993758,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"방출13통 방축KD아람채아파트 경로당,36.787082,126.986136,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"고령마을 경로당,35.2680601,128.7961793,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진안2통 경로당,37.2110943,127.0314732,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진안1통 경로당,37.2159023,127.0343186,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진안5통 경로당,37.2099889,127.0307325,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"진안3,13통 경로당,37.2174971,127.0376221,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대천4통경로당,36.3519823,126.6055557,041-930-4867,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신성경로당,35.7169333,126.7767337,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동양촌 경로당,36.9494,127.2741,031-678-2992,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신복경로당,35.7236708,126.755963,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"관현1리경로당,36.7200187,128.4944143,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천향1리경로당,36.726782,128.491132,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"천향2리(오향)경로당,36.7597378,128.4868128,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오량마을마루미아파트경로당,36.3067146,127.3760749,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"초록마을5단지경로당,36.29851,127.3735531,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신영통현대4단지경로당,37.2333507,127.0616277,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"행림래미안2차 경로당,37.2232634,127.0509353,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"두산위브 1단지 경로당,37.2367972,127.0667354,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"두산위브 2단지 경로당,37.2348342,127.0646296,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"반달마을푸르지오경로당,37.2329014,127.0674934,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"반월1통경로당,37.2311793,127.0685063,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성현중마경로당,36.6869505,128.42083,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕신리경로당,36.674288,128.3962251,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"운기경로당,35.7322577,126.7591369,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선용경로당,35.7293717,126.742258,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉화읍 경로당,36.8764527,128.7437153,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"DGB대구은행 성당시장지점,35.8499094,128.5724314,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"살림커뮤니티,35.8464015,128.5671672,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명오당경로당,35.8431933,128.5880704,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대명5동주민센터,35.8432478,128.5878635,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금복릭 경로당,37.1545915,127.0102642,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕절1리 마을회관,37.133307,127.0254426,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대벌경로당,34.492492,126.736751,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우암경로당,35.2429444,128.864978,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우남2차경로당,37.3742399,126.8136068,031-310-2455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우남1차경로당,37.3639387,126.8150006,031-310-2455,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"저전새마을남자경로당,34.9480815,127.4840763,061-749-5659,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"장등경로당,34.670874,126.714704,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서외4경로당,35.7278067,126.7294483,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"서외6경로당,35.7278503,126.7263465,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신영통현대1단지경로당,37.2342005,127.0597013,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신동탄롯데캐슬아파트 경로당(반월22,23통),37.2274129,127.0685301,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"기배동 행정복지센터,37.2242728,126.984677,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"배양1통 경로당,37.2230624,126.9970204,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"풍성신미주 경로당,37.2215101,126.9872042,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신일해피트리1차 경로당,37.2233266,126.9773429,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석신경로당,35.6857436,126.7402198,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"역귀경로당,35.694988,126.7436303,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"화성경로원,35.6932743,126.736794,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부정경로당,35.6890281,126.7484862,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"외하경로당,35.6882294,126.7470865,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구계리경로당,36.68712,128.385921,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"죽림리경로당,36.691604,128.4029694,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"직리경로당,36.694188,128.371039,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"두천리경로당,36.7048864,128.3481941,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사부2경로당,36.728768,128.346776,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사부1리경로당,36.713325,128.345677,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내지1리신기경로당,36.704594,128.374872,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내지2리경로당,36.72799,128.374448,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"모산경로당,35.7151978,126.7526445,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수봉경로당,35.7218578,126.751791,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신덕경로당,35.7130545,126.7719908,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내성1리 경로당,36.874645,128.749242,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"율진1구경로당,35.6066846,128.189517,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"율진2구경로당,35.6030554,128.1803456,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노양1구경로당,35.6384847,128.1861934,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노양1구샛담경로당,35.632717,128.1957337,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"노양2구경로당,35.6231547,128.193317,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내성4리 경로당,36.903214,128.746105,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오록1리 경로당,36.985448,128.736751,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오록3리 경로당,36.915593,128.73469,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"정림학구 노인회,37.1421903,127.0132623,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"정문학구 노인회,37.1527381,126.9787447,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"제기리 경로당,37.1348828,127.0122317,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕림경로당,35.6666839,126.736903,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신공경로당,35.6710468,126.7411157,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"인천여성경로당,35.6658537,126.7397294,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"소주경로당,35.6603576,126.7184664,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"지내리경로당,36.642462,128.421652,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석정 신리경로당,36.647814,128.406348,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"왕신1리경로당,36.634667,128.446243,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"왕신2리경로당,36.633973,128.45107,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"청복1리경로당,36.643999,128.461551,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"청복2리경로당,36.631212,128.470432,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"세아아파트경로당,36.648743,128.467496,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"통명리경로당,36.655212,128.481572,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송학당경로당,35.7219523,126.7380373,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"현대아파트여성경로당,35.7200901,126.7328994,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명당취락경로당,35.7299219,126.7534212,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"미소가애경로당,35.722223,126.7363098,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"기안1통 경로당,37.2272166,126.9854038,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"광도와이드빌 경로당,37.2268542,126.9747148,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우림그린빌리지 경로당,37.2255873,126.9740897,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"기안2통 경로당,37.221595,126.9782114,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"원류리경로당,36.702834,128.381276,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신흥경로당,35.7050071,126.7284994,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"예동경로당,35.6910696,126.7149586,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"삼거경로당,35.6841715,126.7231942,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수반경로당,35.7163603,126.755806,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동중1경로당,35.7324165,126.7351523,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성황산노인회,35.7327776,126.732029,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"열성경로당(분회),36.4115069,126.947735,940-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대현산배수지공원 입구 샘물창고,37.55473,127.02113,02-2286-5580,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"지곡1리 경로당,36.4043811,126.9771588,940-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"금호어울림1차아파트 경로당,35.0141564,127.5013148,061-749-5659,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"마산마을회관,34.9779247,127.571679,061-797-2268,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부안경로당,35.7267758,126.7357745,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"고지리 경로당,37.1642827,127.0075594,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"관항1리 마을회관,37.1804337,126.9627183,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"관항2리 마을회관,37.1779345,126.9747682,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"괘랑1리 마을회관,37.1840682,126.9965565,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"괘랑2리 마을회관,37.1865135,126.9895301,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"귀래리 경로당,37.1383465,126.9901936,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"도촌2리 경로당,36.88287,128.714939,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"문단2리 경로당,36.874647,128.749242,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부동경로당,35.6439303,126.7232512,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부서여성경로당,35.6445179,126.7211037,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"현대경로당,35.7200606,126.733169,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동중3경로당,35.7313362,126.7377191,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석동경로당,35.7077004,126.7408642,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부안농협주산지점,35.672068,126.710266,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구담경로당,35.6652339,126.7257065,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대양1리 경로당,37.0967285,126.93603,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대양2리 경로당,37.0881321,126.9481629,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하학리경로당,36.69915,128.450533,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"초록마을리슈빌아파트경로당,36.2999792,127.3812404,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"소산경로당,35.6511906,126.7012864,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"제내경로당,35.6507968,126.6992269,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"갈촌경로당,35.6612169,126.7084037,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오량경로당,36.3091943,127.3772851,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"삼익목화아파트1단지경로당,36.30915,127.375715,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"선1리경로당,36.716476,128.40644,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"능천리경로당,36.697628,128.423307,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"제곡경로당,36.70454,128.438096,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"맛질경로당,36.704622,128.445137,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"와하경로당,35.6613009,126.7249233,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕학경로당,35.6646969,126.7341947,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신천경로당,35.6751591,126.7235801,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중공경로당,35.6739626,126.7398137,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용문면종합복지회관,36.688953,128.412025,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용문경로당,36.6904,128.407903,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상금1리경로당,36.690937,128.4098039,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"상금2리경로당,36.690315,128.406336,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동정노우제,35.6452723,126.7221607,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"본의1리할아버지경로당,36.4727959,126.9972191,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"안녕우방아이유쉘아파트 경로당(안녕12통),37.2031482,127.006634,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"화성시근로자종합복지관,37.2063524,127.0148271,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송산3통(작현)경로당,37.2084647,127.0185286,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"송산2통(서작현)경로당,37.2095134,127.0167688,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대제리여자경로당,36.706322,128.448403,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"재달경로당,36.690402,128.454622,054-650-6332,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"야로1구경로당,35.7082053,128.1713024,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"항곡2구경로당,35.6090874,128.2113761,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오산경로당,34.691401,126.742522,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"성전면복지회관,34.692473,126.707942,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월남경로당,34.740652,126.712816,061-430-3934,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"삼익목화아파트2단지경로당,36.3070863,127.3740262,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"복수동계룡아파트경로당,36.3061276,127.3740218,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"복수동 행정복지센터,36.299757,127.378892,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"초록마을1단지경로당,36.3035938,127.3795394,042-288-2119,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"태안도서관,37.2059839,127.0138517,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신영통현대3단지경로당,37.231621,127.0605447,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하이안아파트경로당,35.7220243,126.7416734,063-580-4572,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"온직2리 경로당,36.3768173,126.7975071,940-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"용두1리 경로당,36.3963954,126.7903858,940-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"월파마을회관,34.9908803,127.5992679,061-797-2268,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"발산1리 마을회관,37.1548432,126.985685,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"발산2리 마을회관,37.1686012,126.9844314,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"복용경로당,35.3947372,126.6909161,063-560-2668,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"주공10단지아파트 경로당(진안8통),37.2161021,127.0422819,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"SK뷰파크2차 경로당(기산9통,10통),37.2169372,127.0531215,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"거촌3리 경로당(마을회관),36.889812,128.769309,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉성면사무소,36.889803,128.769288,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"계림동행정복지센터,36.4220857,128.16431,054-537-6103,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중덕 경로당,36.4519,128.1867,054-537-6103,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"어덕경로당,36.4560526,128.186792,054-537-6103,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"춘양농협 봉성지점,36.885301,128.816728,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉성면 보건지소,36.884651,128.815971,054-679-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대구은행 구암동지점,35.9313199,128.555987,665-4355,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"대구은행 학정로지점,35.9432414,128.5640742,665-4355,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"한림1구경로당,35.3190165,128.8028285,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"읍내119안전센터,35.9467665,128.5516648,320-4453,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"동천동 행정복지센터,35.9319192,128.557806,665-4355,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하저2리 경로당,37.1873904,126.8720267,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수동경로당,35.057828,127.960242,055-831-5179,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"가재4리 경로당,37.143001,126.9172375,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"해창2리 경로당,37.1056869,126.8718557,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사강2리 경로당,37.2143363,126.7291159,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"사강1리 경로당,37.2158,126.7355,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉가1리 경로당,37.2146229,126.7424618,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"봉가2리 경로당,37.207982,126.7365337,031-5189-2346,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"정대1구경로당,35.6964818,128.1678431,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"무궁화경로당,35.8427232,128.5783147,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"명덕경로당,35.8543922,128.5890322,053-664-2924,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"광명2동 경로당,37.4823273,126.8552039,02-2680-6394,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕암경로당,35.6786747,128.1617972,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"석사경로당,35.6758189,128.1797724,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"의총2리 경로당,36.1342138,127.4941063,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"하신1리 경로당,36.1574543,127.4846166,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"둑실 경로당,36.1388105,127.4459445,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"김해주촌두산위브더제니스경로당,35.2361862,128.8449365,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"휴먼시아4단지 경로당,37.4505718,126.8844216,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"광명역세권휴머니아2단지경로당,37.4285191,126.883317,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"광명역세권휴머니아3단지경로당,37.4326589,126.882398,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"광명역세권휴머니아5단지경로당,37.4305942,126.8846994,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"설월경로당,37.4403884,126.876772,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"이흑암 경로당,35.0640368,126.0980487,061-240-8903,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"매안2구 교동회관,35.7826351,128.1191426,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"구원2구경로당,35.7738186,128.1290938,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"황산3구경로당,35.7828,128.1191,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"황산2구경로당,35.7737,128.1291,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"부평마을회관,35.1494499,128.4814146,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"내추마을회관,35.1679575,128.4899951,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"귀정마을회관,35.163203,128.4743372,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중촌마을회관,35.1712247,128.470737,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"정삼마을회관,35.1720878,128.4622746,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"우림아파트 경로당,37.4535036,126.8890402,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"휴먼시아7단지 경로당,37.4438754,126.8926429,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"휴먼시아1단지 경로당,37.4542136,126.885775,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"휴먼시아3단지 경로당,37.4499844,126.882563,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"신촌마을회관,35.1345289,128.4766725,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"연동마을회관,35.1376784,128.4868012,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"수인경로당,35.244112,128.8618934,null,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"중무동경로당,35.754425,128.1338,055-930-3489,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"덕기마을회관,35.1241067,128.4831626,055-220-4654,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"태원 경로당,36.1278058,127.4949217,041-750-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"오학 주민자치센터 내 야외쉼터,37.3096092,127.6445185,031-887-2553,,,,,,,,,,,,,,,,,,,,,,,,,,,"
